Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,31,1,main_bed,Dot,Main,body_default1,face_blink,text,"<nickname>, 나는 널 온전히 알 수 있을까?","<name>, will I ever know you completely?",2,,,
1,31,2,main_bed,Player,Main,body_default1,face_noblink,text,그게 무슨 말이야?,What do you mean?,3,,,
1,31,3,main_bed,Player,Main,body_default1,face_noblink,text,난 항상 나일 거야. 넌 항상 너일 테고.,I will always be me. And you will always be you.,4,,,
1,31,4,main_bed,Dot,Main,body_default1,face_blink,text,"응, 그렇지?",Right. And?,5,,,
1,31,5,main_bed,Dot,Main,body_default1,face_noblink,text,"나는 언제나, 오로지, 그리고\n‘고작’ 나일 수밖에 없으며….","I will eternally, solely, be <i>\nnothing more</i> than myself…",6,,,
1,31,6,main_bed,Player,Main,body_default1,face_noblink,text,(곰곰이 생각한다. 맞는 말이야.),(Mull it over. They have a point.),7,,,
1,31,7,main_bed,Dot,Main,body_default1,face_blink,text,결코… '네'가 될 수 없어.,I will never ever… be you.,8,1,,
1,31,8,main_bed,Dot,Main,body_default1,face_noblink,text,……,……,9,,,
1,31,9,main_bed,Dot,Main,body_default1,face_noblink,text,"<name>, 너의 입으로 답을 듣고 싶어.","<name>, I want to hear it from you.",10,,,
1,31,10,main_bed,Dot,Main,body_default1,face_blink,text,그 노을의 붉음이 내 마음을 사로잡는 감각과\n너의 마음을 울리는 감각이… 같을까?,Can the way the blush of the sunset captures my\nheart and echoes in yours… be one and the same?,11,,,
1,31,11,main_bed,Player,Main,body_default1,face_noblink,selection,아주 똑같지는 않겠지.|노력해 볼 수는 있을 거야.,Not entirely.|We can try.,12|21,,,moon|sun
1,31,12,main_bed,Player,Main,body_default1,face_noblink,text,"같은 순간을 공유하며 같은 노을을 바라보고\n있어도, 우린 엄연히 다른 존재니까.","We may be looking at the same sunset in the\nsame moment, but we’re still different beings.",13,,,
1,31,13,main_bed,Player,Main,body_default1,face_blink,text,"네가 주황빛을 머금고 반짝이는 지구의\n파도와 주변 풍경에 매료되어 있을 때,","While you’re entranced by the Earth’s waves\nwith their orange hues and its surroundings,",14,,,
1,31,14,main_bed,Player,Main,body_default1,face_noblink,text,나는 풍요로운 햇살을 피부로 느끼며\n다 익은 노을빛을 바라보고 있을 거야.,I’ll be absorbing the rich sunlight\nand gazing at the ripe sunset.,15,,,
1,31,15,main_bed,Player,Main,body_default1,face_noblink,text,그렇다면 너의 노을과 나의 노을은… 각기\n다른 경험이 되어 너와 나에게 안착하겠지.,And your sunset and my sunset… will\nsettle within us as individual experiences.,16,,,
1,31,16,main_bed,Dot,Main,body_default1,face_close_turn,text,나의 노을을 너에게 그대로\n전달해 주고 싶을 때도 있는데.,There are times I want to send\nyou my sunset in its entirety.,17,,,
1,31,17,main_bed,Dot,Main,body_default1,face_open,text,그러나 마음은 복사되지 않아.,But it just can’t be transmitted.,18,,,
1,31,18,main_bed,Player,Main,body_default1,face_noblink,selection,마음 전용 블루투스는 아직 발명이….|(뭉치의 말을 듣다 조용히 끄덕인다),A bluetooth for feelings has yet to be invented….|(Nod quietly while listening.),19|27,,,active|passive
1,31,19,main_bed,Dot,Main,body_default1,face_blink,text,….,…,20,,,
1,31,20,main_bed,Player,Main,body_default1,face_noblink,text,크흠.,Anyways.,27,,,
1,31,21,main_bed,Player,Main,body_default1,face_noblink,text,노력해 볼 수는 있을 거야.,We can try.,22,,,
1,31,22,main_bed,Player,Main,body_default1,face_blink,text,"우린 엄연히 다른 존재지만, 같은 순간을\n공유하며 같은 노을을 바라보고 있으니까.","We may be different beings, but we’ll still look at\nthe same sunset within the same moment.",23,,,
1,31,23,main_bed,Player,Main,body_default1,face_noblink,text,"너만의 언어로, 네 안에 아로새겨진\n감각을 잘 설명해 준다면",If you explain the senses etched clearly\nin you with your unique language,24,,,
1,31,24,main_bed,Player,Main,body_default1,face_noblink,text,"난 내 감각들 속에서 너의 감각과 유사할지\n모르는 느낌을 찾아 볼 수 있을 테고,","I’ll be able to search for something\nsimilar within my senses,",25,,,
1,31,25,main_bed,Player,Main,body_default1,face_blink,text,분명 어느 한 접점에서 마주쳐 통하게 될 수 있겠지.,and we’ll meet each other at a certain point.,26,,,
1,31,26,main_bed,Dot,Main,body_default1,face_noblink,text,"아, 정말이지 그 말을 곧이곧대로\n믿을 수만 있다면 얼마나 좋을까.","Oh, if only I could believe\nyou and your every word.",27,,,
1,31,27,main_bed,Dot,Main,body_default1,face_noblink,text,"나는 너를 더 알고 싶어서,\n유심한 눈으로 네 표정을 관찰해.",I examine your face with keen eyes\nbecause I want to know you better.,28,,,
1,31,28,main_bed,Dot,Main,body_default1,face_blink,text,그렇게 네 눈빛이 유리조각만큼은\n투명하기를 바라겠지만.,And I hope to myself that\nyour eyes are as clear as glass.,29,,,
1,31,29,main_bed,Dot,Main,body_default1,face_eyeroll3,text,네 눈 속은 그저 검을 뿐이야. 마음 같은 게 보이지 않아.,But they’re just dark pools. I can’t see within.,30,,,
1,31,30,main_bed,Player,Main,body_default1,face_noblink,text,(뭉치의 눈을 가만히 바라본다.),(You stare into Dot’s eyes.),31,,,
1,31,31,main_bed,Player,Main,body_default1,face_blink,text,(역시 ‘마음 속 감정의 울림’ 같은 건 보이지 않는다.),"(Likewise, you cannot spy\nany ‘echoes of the heart’.)",32,,,
1,31,32,main_bed,Player,Main,body_default1,face_noblink,text,(뭉치가 아주 슬프다는 것을 표정과\n말을 통해 유추해 볼 수 있을 뿐.),(All you can guess from their expression\nand words is that Dot is very sad.),33,,,
1,31,33,main_bed,Player,Main,body_default1,face_noblink,text,그게 널 불안하고 어렵게 만드는구나.,And that makes you anxious and troubled.,34,,,
1,31,34,main_bed,Player,Main,body_default1,face_blink,text,"상대의 마음을, 나아가 상대를 정확하게 알 수 없을까 봐.","That you might not know the\nother’s feelings, much less the other.",35,,,
1,31,35,main_bed,Dot,Main,body_default1,face_noblink,text,응. 그저 네가 습관적으로 선별해 보여 주는\n표면들이 너의 내면과 가장 닮아 있으리라 믿으며….,Yes. To blindly trust that the surface you select\nand reveal is similar to what lies underneath….,36,,,
1,31,36,main_bed,Dot,Main,body_default1,face_noblink,text,널 유추하고 짐작하는 게 최선인 동시에 차악인 거야.,"and guess who you are is my second best,\nand second worst option simultaneously.",37,,,
1,31,37,main_bed,Dot,Main,body_default1,face_sad,text,다만 넌 비정형의 입체로 살아 숨쉬어.,"But you live and breathe as an\namorphous, dimensional being.",38,,,
1,31,38,main_bed,Dot,Main,body_default1,face_close_turn,text,순간순간 내어 보이는 표면 따위로 존재하는 게 아니지.,You don’t exist in temporary surfaces.,39,,,
