Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,13,1,main_bed,Dot,Main,body_bounce,face_blink,text,<nickname>!,<name>!,2,,,
1,13,2,main_bed,Player,Main,body_default1,face_noblink,text,잘 지냈어?,How have you been?,3,1,,
1,13,3,main_bed,Player,Main,body_default1,face_blink,text,"<name>, 비밀을 하나 알려줄까?","<name>, would you like to know a secret?",4,,,
1,13,4,main_bed,Dot,Main,body_default1,face_noblink,text,그녀는 모자 속을 보여 주기를 두려워하지\n않았어. 오히려 기대하고 있었지.,She wasn’t afraid to show what was under\nher hat. She was looking forward to it.,5,,,
1,13,5,main_bed,Player,Main,body_default1,face_noblink,text,무엇을?,To what?,6,,,
1,13,6,main_bed,Player,Main,body_default1,face_blink,text,누군가가 자신의 모든 면들을 알아봐 주길.,To someone seeing her and all her faces.,7,,,
1,13,7,main_bed,Dot,Main,body_default1,face_noblink,text,그리고 매번 보여 주는 모습이\n다른 자신이 이해받을 수 있기를.,"And to be understood, each and\nevery single version of her.",8,,,
1,13,8,main_bed,Dot,Main,body_move,face_noblink,text,오랫동안 기다려 왔던 거야.,She was waiting for a long time.,9,,,
1,13,9,main_bed,Player,Main,body_default1,face_blink,selection,그건 어떤 마음일까? 아직 잘 모르겠어.|그녀가 어떤 마음이었는지 알 것 같아.,I wonder how she felt? I’m not sure yet.|I think I understand how she felt.,10|12,,,
1,13,10,main_bed,Dot,Main,body_default1,face_noblink,text,가늠하기 힘든 갈망이 있지.,Some desires are hard to fathom.,11,,,
1,13,11,main_bed,Dot,Main,body_default1,face_noblink,text,그런데 난 조금 알 것 같아. 실은 나도 비슷하거든.,But I think I understand. I know the feeling.,14,,,
1,13,12,main_bed,Dot,Main,body_default1,face_blink,text,너도 그런 가파른 구석을 가지고 있는 거야?,You have steep edges like that too?,13,,,
1,13,13,main_bed,Dot,Main,body_default1,face_noblink,text,나도 그래. 실은 나도 비슷하거든.,I do too. I know the feeling.,14,,,
1,13,14,main_bed,Dot,Main,body_default1,face_noblink,text,"<name>, 너에게 내 추악한 몰골을 들키지 않기를\n바라면서 한편으로는 한없이 가까워지길 원하고 있으니.",I struggle between wishing you won’t discover\nmy vile self and longing for you to draw closer.,15,,,
