Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,61,1,main_door_open,Dot,Main,body_default1,face_blink,text,드디어 왔구나!,You’re here!,2,,,
1,61,2,main_door_open,Player,Main,body_default1,face_noblink,text,"뭉치, 오늘 기분 좋아 보이네.","You must be having a good day, Dot.",3,,,
1,61,3,main_door_open,Player,Main,body_default1,face_noblink,text,무슨 일 있었어?,Anything special happen?,4,,,
1,61,4,main_door_open,Dot,Main,body_default1,face_blink,text,"들어 봐, <nickname>.","Listen, <name>.",5,,,
1,61,5,main_door_open,Dot,Main,body_default1,face_noblink,text,사라지지 않는 꿈이 존재한다는 거 알아?,Did you know there are dreams\nthat don’t disappear?,6,,,
1,61,6,main_door_open,Player,Main,body_default1,face_noblink,text,사라지지 않는 꿈?,Dreams that don’t disappear?,7,,,
1,61,7,main_door_open,Player,Main,body_default1,face_blink,text,그게 무슨 말이야?,What do you mean?,8,1,,
1,61,8,main_door_open,Dot,Main,body_default1,face_noblink,text,그녀는 정말로 꿈 속에서 살아가고 있었어.,She was really living on in her dream.,9,,,
1,61,9,main_door_open,Dot,Main,body_default1,face_noblink,text,"꿈의 냄새를 맡고, 꿈의 표면을\n만지면서, 꿈속 사람들과 함께.",Dream-smelling and dream-caressing\nalongside those in her dream.,10,,,
1,61,10,main_door_open,Dot,Main,body_default1,face_blink,text,그녀의 꿈은 영원히 한 자리에서\n그녀를 기다리고 있지.,Her dream forever waits\nfor her in the same spot.,11,,,
1,61,11,main_door_open,Dot,Main,body_default1,face_noblink,text,밤이 지나도 잊히지 않는 무한한 꿈이 된 거야.,"It became an infinite dream,\ncontinuing long after the night ends.",12,,,
1,61,12,main_door_open,Dot,Main,body_default1,face_noblink,text,"아, 사전을 찾아서 인간들이 그런\n꿈을 뭐라고 부르는지 알게 됐어.","Oh, I found out what humans call\nthis kind of dream in an encyclopedia.",13,,,
1,61,13,main_door_open,Dot,Main,body_default1,face_blink,text,‘루시드 드림’… 또는 ‘자각몽’.,‘Lucid dream.’,14,,,
1,61,14,main_door_open,Player,Main,body_default1,face_noblink,selection,처음 들어 봐.|몇 번 들어 봤어.,Never heard of it.|It sounds familiar.,15|15,,,
