Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,7,1,main_door_open,Dot,Main,body_default1,face_eyeroll,text,책장의 가운데 칸 정도에서 내가\n떨어진다면 어떤 일이 일어날까?,"What would happen if I were to drop from,\nlet’s say, the middle story of the bookshelf?",2,,,
1,7,2,main_door_open,Player,Main,body_default1,face_noblink,selection,비치 볼처럼 도잉 튀어오를 것 같아.|조약돌처럼 자잘히 흩어질 것 같아.,"You would go ‘boing’, like a beach ball.|You would scatter, like a bunch of pebbles.",3|4,,,
1,7,3,main_door_open,Dot,Main,body_default1,face_noblink,text,"내 표면은 점성이 있지만, 그리 단단하지는 않아.",My surface has viscosity but\nis not firm enough for that.,5,,,
1,7,4,main_door_open,Dot,Main,body_default1,face_blink,text,흩어진 다음 구의 형태로 다시\n뭉치게 될까? 난 그런 성질이니까.,Will I gather back into a\nsphere? I was born as one.,5,,,
1,7,5,main_door_open,Dot,Main,body_default1,face_noblink,text,"재미있는 묘사네, <nickname>. 네 머릿속\n나는 어떤 이미지인지 느껴져서 즐거워.","An amusing hypothesis, <name>. It’s\nrefreshing to see me through your eyes.",6,,,
1,7,6,main_door_open,Dot,Main,body_default1,face_close_turn,text,"음, 음, 음. 이쯤에서 나의 추측을 말해볼게.","Hm. hm, hm. I’ll tell you\nwhat I think will happen.",7,,,
1,7,7,main_door_open,Dot,Main,body_default1,face_close,text,"내가 떨어진다면, 나는 공허의 바다를 잠수하게 될 거야.","If I drop, I will plunge into\nan ocean of emptiness.",8,,,
1,7,8,main_door_open,Dot,Main,body_default1,face_close,text,아주 비참할 거야. 내 육신이 바닷물에\n모두 녹아 조각조각 흩어지는 기분일 거야.,It will be dismal. As if my body has melted\nin the saltwater and dispersed.,9,,,
1,7,9,main_door_open,Player,Main,body_default1,face_open,text,그냥 떨어지기만 하는 게 아닌 것\n같은데… 오늘 무슨 일이 있었던 거야?,Um… Sure you’re talking about a simple\ndrop? Did something happen today?,10,,,
1,7,10,main_door_open,Dot,Main,body_default1,face_blink,text,물론이지. 묘사를 넘어 더욱 중요한 걸 알려줄게.,Of course. What you’ll hear now is much\nmore essential than any hypothesis.,11,1,,
