Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,49,1,main_table,Dot,Main,body_default1,face_blink,text,책장 안. 침대 위. 포스터 뒤쪽.,In the bookcase. On the bed. Behind the poster.,2,,,
1,49,2,main_table,Dot,Main,body_default1,face_noblink,text,보이지 않아. 보이지 않아. 어디에도 보이지 않아.,It’s not here. It’s not there. It’s not anywhere.,3,,,
1,49,3,main_table,Dot,Main,body_default1,face_noblink,text,"<name>. 너, 너, 너. 혹시 '청소'라는 걸 했어?","<name>. You, you, you.\nDon’t tell me you cleaned?",4,,,
1,49,4,main_table,Player,Main,body_default1,face_blink,selection,"응, 뭉치는 상쾌하지 않니?|어어… 간만에 대청소를 해 보긴 했는데… 왜 그래?",I did. Isn’t it refreshing?|Yeah… I was due for a big cleanup. What’s wrong?,5|5,,,active|passive
1,49,5,main_table,Dot,Main,body_default1,face_noblink,text,안 돼. 안 돼. 그럴 수 없어. 그럴 수는 없어.,No. No. It can’t be. It just can’t.,6,,,
1,49,6,main_table,Dot,Main,body_default1,face_noblink,text,그러면 옴폭한 접시에 몸을 누이고 살아가던 나의 친구를……,"So my friend, the one that\nlounged on the plate……",7,,,
1,49,7,main_table,Player,Main,body_default1,face_blink,text,곰팡이를.,You mean the mold.,8,,,
1,49,8,main_table,Dot,Main,body_default1,face_noblink,text,나의 친구가 네게는 해악이었어?,Was my friend a hazard to you?,9,,,
1,49,9,main_table,Player,Main,body_default1,face_noblink,text,……,……,10,,,
1,49,10,main_table,Player,Main,body_default1,face_blink,text,(하지만 곰팡이의 무덤을 더는 견딜\n수가 없었어. 이걸 어떻게 설명하지?),(I just couldn’t tolerate the mold\nanymore. How should I explain this?),11,,,
1,49,11,main_table,Player,Main,body_default1,face_noblink,text,"음, 뭉치야. 인간에게 곰팡이는 해악이야. 곰팡이는…","Well, Dot. Mold can be hazardous to people. It…",12,,,
1,49,12,main_table,Player,Main,body_default1,face_noblink,selection,독이 있어서 내 기관지에는 정말 나쁘다고.|푸르스름한 모양을 보기만 해도 마음이 진창이 돼.,Its poison is awful for my lungs.|Just looking at its bluish form tears at my mind.,13|13,,,moon|sun
