Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,43,1,main_door_open,Dot,Main,body_default1,face_blink,text,<nickname>.,<nickname>.,2,,,
1,43,2,main_door_open,Player,Main,body_default1,face_noblink,text,"뭉치, 왔구나!","Dot, you’re here!",3,,,
1,43,3,main_door_open,Dot,Main,body_default1,face_noblink,text,"응, <nickname>, 어젯밤엔 우리가\n약속했던 악몽을 꾸었니?","I am, <name>. Did you have a nightmare\nlike we agreed on yesterday?",4,,,
1,43,4,main_door_open,Dot,Main,body_default1,face_blink,text,"너의 낯선 슬픔을 발견하고, 깨어났을\n때 마음껏 눈물 흘릴 수 있었어?","Did you discover an unfamiliar sorrow within,\nand shed tears with abandon once you woke?",5,,,
1,43,5,main_door_open,Player,Main,body_default1,face_noblink,selection,응. 불행을 불행 그대로 만끽할 수 있었어.|아쉽지만… 달나라 꿈 직원이 어제는 악몽을 보내 주지 않았어.,Yes. I was able to appreciate despair for what it is.|Sadly… the factory didn’t send me one yesterday.,6|8,,,
1,43,6,main_door_open,Dot,Main,body_default1,face_noblink,text,다행이야. 다행이야. 축축한 식은땀 속에서\n깨어나는 게 나쁜 경험만은 아니었길 바라.,Good. I’m glad. I hope waking up in a\ncold sweat wasn’t just a bad experience.,7,,,
1,43,7,main_door_open,Dot,Main,body_default1,face_blink,text,밤새 후벼진 <nickname>의 상처 위에는 어느새 불룩한\n흉이 자라날 거야! 네 미소보다 환한 흉이. 장담해.,Your wound will now have a raised scar. One\nthat shines brighter than your smile. I promise.,11,,,
1,43,8,main_door_open,Dot,Main,body_default1,face_noblink,text,너를 따스히 아끼는 직원이었나 봐. 하지만 축축한 식은\n땀 속에서 깨어나는 게 나쁜 것만은 아닌데 말이야.,The worker must care for you greatly. Not\nthat waking up in a cold sweat is always bad.,9,,,
1,43,9,main_door_open,Dot,Main,body_default1,face_noblink,text,"언젠가는 너의 악몽이 네 해묵은 상처를 후벼\n파기를, 그 위에 단단한 흉이 돋아나기를 바랄게.","I hope someday your nightmare will dig into your\nold wounds, so that tough scars grow over them.",10,,,
1,43,10,main_door_open,Dot,Main,body_default1,face_blink,text,그날 너와 이야기 나눌 수 있다면 참 좋겠다.,I hope I’ll be able to talk about it with you then.,11,,,
