Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,73,1,main_door_open,Dot,Main,body_default1,face_blink,text,"안녕, <nickname>….","Hello, <nickname>…",2,,,
1,73,2,main_door_open,Player,Main,body_default1,face_blink,text,"안녕, 뭉치.","Hello, Dot.",3,,,
1,73,3,main_door_open,Player,Main,body_default1,face_blink,text,생각이 많아 보여. 무슨 일 있었던 거야?,You seem to have a lot on\nyour mind. What’s going on?,4,,,
1,73,4,main_door_open,Dot,Main,body_default1,face_blink,text,‘무슨 일’은 매일매일 일어나는걸.,A lot goes on every single day.,5,,,
1,73,5,main_door_open,Dot,Main,body_default1,face_blink,text,"오늘은… 아, 오늘은 인간을 만나지는 못했어.","Today… Ah, I didn’t meet\nany humans today.",6,,,
1,73,6,main_door_open,Dot,Main,body_default1,face_blink,text,늘 지나치던 커다란 나무가 내게 말을 걸어 왔거든.,A great big tree I often\npassed by told me a story.,7,1,,
1,73,7,main_door_open,Dot,Main,body_default1,face_blink,text,인간의 삶은 더 이상 이어지지 않아.\n둘의 인연은 먼 평행을 달리게 될 거야.,The human’s life ends there. Their\nfates run parallel from here on.,8,,,
1,73,8,main_door_open,Dot,Main,body_default1,face_blink,text,그렇지만 여전히 눈부시게 아름답구나…,"Still, it’s dazzlingly beautiful…",9,,,
1,73,9,main_door_open,Dot,Main,body_default1,face_blink,text,"<nickname>, 내 여행이 얼마\n남지 않았다는 걸 알고 있지?","<nickname>, you know\nmy trip will soon end.",10,,,
1,73,10,main_door_open,Dot,Main,body_default1,face_blink,text,내가 떠나면 너도 나무처럼 홀로 남게 될까?,"When I leave, will you be left\nall by yourself like the tree was?",11,,,
1,73,11,main_door_open,Player,Main,body_default1,face_blink,text,"나무만큼 긴 시간은 아니겠지만,\n분명 그렇게 되겠지.","Not for as long as the\ntree endured, but yes.",12,,,
1,73,12,main_door_open,Dot,Main,body_default1,face_blink,text,네가 오래 슬프지 않았으면 좋겠어.,I hope you don’t stay sad for long.,13,,,
1,73,13,main_door_open,Player,Main,body_default1,face_blink,text,……,……,14,,,
1,73,14,main_door_open,Player,Main,body_default1,face_blink,text,"뭉치, 정말 단 한 번의 꿈이 되어 사라지는 거야?","Dot, will you really be gone\nafter appearing once as a dream?",15,,,
1,73,15,main_door_open,Player,Main,body_default1,face_blink,text,매일 밤 나타나 줄 수는 없어? 잠깐이라도.,Can’t you come to me every night?\nEven if it’s just for a little while.,16,,,
1,73,16,main_door_open,Dot,Main,body_default1,face_blink,text,그럴 수 있다면 정말 좋을 텐데.,I wish I could.,17,,,
1,73,17,main_door_open,Dot,Main,body_default1,face_blink,text,다만 꿈이 된 나는 네가 알고 있는\n지금의 내가 아니게 될 거야.,But the dream-me won’t\nbe the me that you know.,18,,,
1,73,18,main_door_open,Dot,Main,body_default1,face_blink,text,"대신 꿈 속의 흐린 그림자, 스쳐가는 잔상,\n깨어나면 잊혀지는 얼굴로 존재할지도 모르지.","Instead, I may exist within a dream as a subtle\nshadow, passing image, or blurry face .",19,,,
1,73,19,main_door_open,Player,Main,body_default1,face_blink,text,"그럼, 그럼 네가 좋아하는\n라디오 속으로 들어온다거나…","Then, then you could maybe inhabit\nthe radio, you like that, right?",20,,,
1,73,20,main_door_open,Dot,Main,body_default1,face_blink,text,"음, 꿈은 영혼이 아니라 깃들 수 없을 것 같은데.","Hm, since a dream isn’t a spirit,\nI’m not sure that’s possible.",21,,,
1,73,21,main_door_open,Dot,Main,body_default1,face_blink,text,가능하다면 시도해 볼게! 라디오가\n말을 걸어와도 놀라면 안 돼.,"If it is, I’ll try! Don’t be scared when\nthe radio starts talking to you.",22,,,
1,73,22,main_door_open,Player,Main,body_default1,face_blink,text,…..,……,23,,,
1,73,23,main_door_open,Dot,Main,body_default1,face_blink,text,"장난이야, <nickname>. 그러니 이제 웃어 줘.","I’m joking, <nickname>.\nPlease don’t be sad.",24,,,
1,73,24,main_door_open,Player,Main,body_default1,face_blink,selection,(애써 웃는다.)|(웃지 못한다.),(Tries to smile.)|(Fails to smile.),25|25,,,
1,73,25,main_door_open,Player,Main,body_default1,face_blink,text,뭉치. 이제 무섭지 않아?,Dot. Are you no longer scared?,26,,,
1,73,26,main_door_open,Player,Main,body_default1,face_blink,text,"꿈이 되는 것, 그리고 그 이후의 시간들…","Of becoming a dream,\nand what comes after…",27,,,
1,73,27,main_door_open,Dot,Main,body_default1,face_blink,text,….여전히 괴롭고 무서워.,… I’m still pained and scared.,28,,,
1,73,28,main_door_open,Dot,Main,body_default1,face_blink,text,"아무것도 감각하지 못하는 상태로, ‘내’가\n‘뭉치’가 되기 전으로 돌아간다는 것이.","I’ll return to a state of nothingness,\nto before ‘I’ was ‘Dot.’",29,,,
1,73,29,main_door_open,Dot,Main,body_default1,face_blink,text,꿈이 되어 사라진 ‘나’는 폐기물일\n때의 ‘나’와 유의미하게 다를까?,Will I be meaningfully different as a\ndisappeared dream than a blob of filth?,30,,,
1,73,30,main_door_open,Dot,Main,body_default1,face_blink,text,어쩌면 그보다 외로울지도 몰라.,Perhaps I’ll be more lonely.,31,,,
1,73,31,main_door_open,Dot,Main,body_default1,face_blink,text,더 이상 누구에게도 발견되지 못할 테니까.,I’ll no longer be discovered by anyone.,32,,,
1,73,32,main_door_open,Player,Main,body_default1,face_blink,selection,그렇지 않아.|정말 그럴지도 몰라.,That’s not true.|Perhaps.,33|34,,,
1,73,33,main_door_open,Player,Main,body_default1,face_blink,text,"내가 여기서, 지구에서 널 기억하고 있는걸.","I’ll be here, on Earth, remembering you.",36,,,
1,73,34,main_door_open,Player,Main,body_default1,face_blink,text,사라진다는 고독함을 어떻게 가늠할 수 있겠어.,How can one ascertain the\nloneliness of being gone?,35,,,
1,73,35,main_door_open,Player,Main,body_default1,face_blink,text,"하지만 확실한 건 내가 여기서,\n지구에서 널 기억하고 있다는 거야.","But this is for sure; I’ll be here,\non Earth, remembering you.",36,,,
1,73,36,main_door_open,Player,Main,body_default1,face_blink,text,"펼쳐진 소설책, 비어 버린 책장\n모퉁이, 그림자가 내려앉는 창가…","An open novel, the empty bookshelf corner,\nshadows laying upon the windowsill…",37,,,
1,73,37,main_door_open,Player,Main,body_default1,face_blink,text,그 모든 걸 마주할 때마다 너를 떠올리게 될 거야.,All those things and more\nwill remind me of you.,38,,,
1,73,38,main_door_open,Dot,Main,body_default1,face_blink,text,나무처럼?,Like the tree thought of the human?,39,,,
1,73,39,main_door_open,Player,Main,body_default1,face_blink,text,응. 인간을 사랑한 나무처럼.,Yes. Like the tree that loved the human.,40,,,
1,73,40,main_door_open,Player,Main,body_default1,face_blink,text,"그리고 네가 들려 준 인간들과 비슷한 사람을\n마주하게 되면, 다시 너를 떠올리겠지.","And when I see people like the ones in the\nstories you told me, I’ll once again think of you.",41,,,
