Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption
1,81,1,0,Dot,,anim_default,text,<nickname>은 평생 지구에만 있어 봤지?,"<nickname>, you’ve\nnever left Earth, right?",2,,,
1,81,2,0,Player,,anim_default,selection,"응, 우주를 늘 동경해 왔지만.|응, 나는 지구가 좋아.","Yes, although I’ve always been fascinated with space.|Yes, I like Earth.",3|3,,,
1,81,3,0,Dot,,anim_default,text,"나도, 지구가 좋아.","Me too, I like Earth as well.",4,,,
1,81,4,0,Dot,,anim_default,text,무수한 이유들이 있지만……\n나를 가장 매료시켰던 건,There are many reasons…… but\nwhat truly captivated me was,5,,,
1,81,5,0,Dot,,anim_default,text,"지구의 다정함이야. 지구는 자애롭고,\n사랑스럽고, 아주 아주 다정해.","Earth’s kindness. Earth is benevolent,\nlovely, and very, very kind.",6,,,
1,81,6,0,Dot,,anim_default,text,….,….,7,,,
1,81,7,0,Dot,,anim_default,text,눈을 뜬 순간부터 나는 대기에 살이 에이는\n감각을 느꼈었어. 그걸 ‘생의 감각’이라 착각했지.,"When I opened my eyes, I felt the atmosphere\npierce my skin. I mistook that feeling for ‘life.’",8,,,
1,81,8,0,Dot,,anim_default,text,내일의 추위가 당연한 곳. 달은 그런 곳이었어.,Where the cold was natural.\nThat was the Moon.,9,,,
1,81,9,0,Dot,,anim_default,text,"그런데 지구의 공기는 달라. 더 이상 살갗이\n저리지도, 패인 듯한 시림도 느껴지지 않아.","But it's different on Earth. My skin no longer\naches, and the skin-slicing cold is no more.",10,,,
1,81,10,0,Dot,,anim_default,text,그럼에도 난 계속 살아 있었어.,"And still, I’m alive.",11,,,
1,81,11,0,Dot,,anim_default,text,…….,…….,12,,,
1,81,12,0,Dot,,anim_default,text,"그래서 깨달았지. 내가 처음 느꼈던 건 생의\n감각이 아니라, 달의 공기였다는 걸 말이야.",And so I realized. What I felt before wasn’t\n‘life.’ It was simply the Moon’s atmosphere.,13,,,
1,81,13,0,Dot,,anim_default,text,난 그저 무자비한 추위를\n견디고 있던 것이었어.,I was merely enduring the merciless cold.,14,,,
1,81,14,0,Player,,anim_default,selection,… 세상에.|끔찍한걸.,…Oh my.|That’s horrible.,15|15,,,
1,81,15,0,Dot,,anim_default,text,"달에서는 다들 겨우 살아. 달 사람도,\n어쩌다 한 번씩 보이는 달 벌레도.","On the Moon everything barely lives. The\nMoon Beings, and even the occasional moon bug.",16,,,
1,81,16,0,Dot,,anim_default,text,그렇지만 지구에서는 모든 것이 만개해.,But everything blossoms on Earth.,17,,,
1,81,17,0,Dot,,anim_default,text,봐. 지구는 다정해…,Look. Earth is kind…,18,,,
1,81,18,0,Dot,,anim_default,text,우리가 간신히 살아 있을 정도로만 대해 줘도,It could give us the barest minimum,19,,,
1,81,19,0,Dot,,anim_default,text,"우리는 어쩔 수 없이 견디며\n삶을 이어 나갈 텐데,","and we'd still endure\nand struggle to survive,",20,,,
1,81,20,0,Dot,,anim_default,text,지구는 필요 이상으로 아낌없이 주잖아.,but it gives us far more.,21,,,
1,81,21,0,Player,,anim_default,selection,드넓은 바다와 찬란히 부서지는 파도처럼 말이야.|수많은 생명의 터전이 되는 이 땅처럼 말이야.,"Like the vast ocean and brightly crashing waves.|Like this soil, nurturing countless life forms.",22|22,,,
1,81,22,0,Dot,,anim_default,text,"맞아. 펼쳐지는 녹음과 꽃, 살랑거리는\n봄바람, 대지를 식히는 소나기, 첫눈까지.","The endless greenery, the rustling spring\nbreeze, the cooling rain, even the first snow.",23,,,
1,81,23,0,Dot,,anim_default,text,매 순간 변화하면서도 그 모든 것의 목적은\n생명을 지키고 키워 나가는 데에 있지.,"Changes occur everyday, yet their purpose\nis singular—protecting and growing life.",24,,,
1,81,24,0,Dot,,anim_default,text,그게 너든 나든 말이야.,Be it you or me.,25,,,
1,81,25,0,Dot,,anim_default,text,…,…,26,,,
1,81,26,0,Dot,,anim_default,text,지구는 다정해.,Earth is kind.,27,,,
1,81,27,0,Dot,,anim_default,text,"그리고 나의 지구인 친구, <nickname>.","And my Earthling friend, <nickname>.",28,,,
1,81,28,0,Dot,,anim_default,text,너 역시 네가 태어난 행성을\n닮아 있단 걸 알아?,Do you know how much\nyou resemble your planet?,,,,
2,82,29,0,Dot,,anim_default,text,"<nickname>, ‘다중우주’라는 신기한 개념을\n다루는 책을 읽다가 질문 하나를 맞닥뜨렸어.","<nickname>, while reading on the concept\nof multiverses I came across a question.",30,,,
2,82,30,0,Dot,,anim_default,text,"‘아주 멀리 동떨어져 있어 어떠한\n외부 우주에서도 관측될 수 없고,","‘If there is a universe so remotely far away\nthat no other universe can observe it,",31,,,
2,82,31,0,Dot,,anim_default,text,"생명체가 없어 내부에서도\n인식될 수 없는 우주가 있다면,","and no life exists for it to be\nrecognized from the inside,",32,,,
2,82,32,0,Dot,,anim_default,text,우리는 그 우주가 존재한다고\n말할 수 있는가?’,can we say that universe exists?’,33,,,
2,82,33,0,Dot,,anim_default,text,"뇌 없는 점액 몸이 단박에 이해하기엔\n너무 어려운 질문이었지만,","It was too difficult of a question for a\nbrainless lump to comprehend at once,",34,,,
2,82,34,0,Dot,,anim_default,text,그 우주가 감당해야 할 억겁의\n고독이 가련하다고 생각했어.,"but I sympathized for the eternity of\nsolitude that universe would have to bear,",35,,,
