Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption
1,21,1,0,Dot,,anim_reading,text,달의 중력은 상상보다 크다.,The Moon’s gravitational pull\nis stronger than one would think.,2,,,
1,21,2,0,Dot,,anim_reading,text,"달의 중력이 지구에 미쳐, 바닷물을\n세게 끌어당기며 생기는 현상을….","When it affects Earth, it causes\nthe sea to rise toward it.",3,,,
1,21,3,0,Dot,,anim_reading,text,‘조석’이라고 하는데.,This phenomenon is called the spring tide.,4,,,
1,21,4,0,Player,,anim_reading,text,"뭉치, 뭐 하는 중이었어?","What are you up to, <뭉치>?",5,,,
1,21,5,0,Dot,,anim_reading,text,어.,Oh.,6,,,
1,21,6,0,Dot,,anim_eyesblink,text,…!,…!,7,,,
1,21,7,0,Dot,,anim_idle,text,"<nickname>, 왔구나.","<nickname>, you’re here.",8,,,
1,21,8,0,Dot,,anim_idle,text,독서하던 중이었어. 오늘 달에 관한\n책 열 권과 다큐멘터리 하나를 봤어.,"I was reading. Watched a documentary,\nand read a few more books before that.",9,,,
1,21,9,0,Dot,,anim_eyesblink,text,"있잖아, <nickname>","You know, <nickname>.",10,,,
1,21,10,0,Dot,,anim_eyescorner_turn,text,"누군가를 움직인다는 거, 어떠한\n울림과 흐름의 동력이 된다는 건 말이야-","To move someone, to become the\ndriving force behind a push or a pull.",11,,,
1,21,11,0,Dot,,anim_eyesblink,text,그건 얼마나 벅차오르는 일일까.,How breathtaking it must be.,12,,,
1,21,12,0,Dot,,anim_move,text,너도 그 벅참을 알아?\n타인의 마음을 움직여 본 적 있어?,Do you know the feeling? Have you\never moved someone deep within?,13,,,
1,21,13,0,Player,,anim_eyesblink,selection,"응, 있어.|아니, 아직은.","Yes, I have.|No, not yet.",14|18,,,
1,21,14,0,Dot,,anim_idle,text,어떻게?,How?,15,,,
1,21,15,0,Player,,anim_default,selection,누군가를 이끌어 줬었어.|누군가를 따스하게 안아 줬었어.,I once guided someone.|I once comforted someone.,16|17,,,
1,21,16,0,Player,,anim_eyesblink,text,누군가의 길을 등불처럼 밝히며\n이끌어 주던 때가 있었어.,"I lit someone’s path, and\nled them forward like a lantern.",22,,,
1,21,17,0,Player,,anim_idle,text,"누군가를 모닥불처럼 따스하게 데우고,\n행복하게 하던 때가 있었어.","I encouraged them, and\ncomforted them like a hearth.",22,,,
1,21,18,0,Player,,anim_idle,text,하지만 언젠가는….,But someday….,19,,,
1,21,19,0,Player,,anim_default,selection,현명함으로 누군가를 밝혀 주고 싶어.|따스함으로 누군가를 데워 주고 싶어.,I want to guide someone.|I want to comfort someone.,20|21,,,
1,21,20,0,Player,,anim_eyesblink,text,나의 현명함이 누군가의 길을\n밝히는 등불이 될 수 있기를 바라.,I hope my wisdom will be the\nlantern that lights their path.,22,,,
1,21,21,0,Player,,anim_idle,text,"나의 따스함이 누군가를 데우고,\n행복할 수 있게 하기를 바라.","I hope my warmth will comfort\nsomeone, and encourage them.",22,,,
1,21,22,0,Player,,anim_idle,text,"그런데 뭉치, 이건 갑자기 왜?","But what is all this about, <뭉치>?",23,,,
1,21,23,0,Dot,,anim_eyesblink,text,"아, 아, 음.","Oh, oh, well.",24,,,
1,21,24,0,Dot,,anim_idle,text,"있지, 달의 동력은 지구야.","See, the Moon is moved by the Earth.",25,,,
1,21,25,0,Dot,,anim_idle,text,"지구의 중력, 지구의 푸르름.","The gravity of the Earth,\nits blue-green beauty.",26,,,
1,21,26,0,Dot,,anim_eyesblink,text,어쩔 수 없이 사랑할 수밖에 없게 되는\n속성들을 향한 속절없는 애정.,The uncontrollable fondness you feel\ntowards those you can’t help but love.,27,,,
1,21,27,0,Player,,anim_idle,text,달의 공전을 이렇게 이야기하니까…\n꽤나 낭만적인 순애보 같네.,You make the Moon sound like a true romantic.,28,,,
1,21,28,0,Player,,anim_idle,text,인간들은 그걸 짝사랑이라고 불러.,Humans call it ‘one-sided love.’,29,,,
1,21,29,0,Dot,,anim_eyesblink,text,"짝, 사랑?","One, sided?",30,,,
1,21,30,0,Player,,anim_idle,text,"응, 혼자 애타 하며 따라다니는 거.",Yes. When you pine for someone\nwho won’t return your feelings.,31,,,
