Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption
1,9,1,0,Dot,sub,anim_move,text,"<nickname>,","<nickname>,",2,,,
1,9,2,0,Dot,sub,anim_idle,text,비밀을 알려줄게.,I’ll tell you a secret.,3,,,
1,9,3,0,Dot,sub,anim_idle,text,난 너의 생각을 읽을 수 있어.,I can read your thoughts.,4,,,
1,9,4,0,Player,sub,anim_eyesblink,text,"에이, 설마!",You cannot.,5,,,
1,9,5,0,Dot,sub,anim_idle,text,정말이야. 증명해 볼게.,I can so. I’ll prove it.,6,,,
1,9,6,0,Dot,sub,anim_idle,text,상상해 봐.,Imagine.,7,,,
1,9,7,0,Dot,sub,anim_eyesblink,text,넌 숲속을 걷고 있어.,You’re walking in the woods.,8,,,
1,9,8,0,Dot,sub,anim_idle,text,"그러던 중, 갑자기\n길이 두 갈래로 나뉘어.","Suddenly, the path you’re\non diverges into two.",9,,,
1,9,9,0,Dot,sub,anim_eyesup,text,한 쪽은 햇살이 가득한\n벽돌 깔린 길이야.,"One is a brick-lined road,\nbright with sunshine.",10,,,
1,9,10,0,Dot,sub,anim_eyesup,text,옆엔 향기로운 꽃들이 피어있고,Fragrant flowers neatly grow on the side,11,,,
1,9,11,0,Dot,sub,anim_eyesup,text,"붉은색, 주황색, 노란색\n꽃망울이 눈을 사로잡아.","and the red, orange, and yellow\nof the blooms catch your eye.",12,,,
1,9,12,0,Dot,sub,anim_eyescorner,text,다른 쪽은 다양한 크기의 나무들이\n아무데서나 자라고 있어.,The other has trees of all sizes\nstretching out from everywhere.,13,,,
1,9,13,0,Dot,sub,anim_eyescorner,text,짙은 녹음은 바람에 맞추어\n제멋대로 흔들리고,The thick greenery sways\nwildly with the wind,14,,,
1,9,14,0,Dot,sub,anim_eyescorner,text,잔잔한 어둠이 평화로이 내려앉아 있어.,and a calm darkness\nhas descended onto it.,15,,,
1,9,15,0,Dot,sub,anim_eyesblink,text,어느 길을 고를 거야?,Which path would you choose?,16,,,
