Sub,ScriptNumber,LineKey,Color,Actor,AnimState,DotAnim,TextType,KorText,EngText,NextLineKey,DeathNote,AfterScript,Exeption
1,69,1,0,Dot,,anim_default,text,…….,,2,,,
1,69,2,0,Dot,,anim_default,text,…….,,3,,,
1,69,3,0,Player,,anim_default,text,뭉치야!,Dot!,4,,,
1,69,4,0,Dot,,anim_default,text,…….,,5,,,
1,69,5,0,Dot,,anim_default,text,…….,,6,,,
1,69,6,0,Dot,,anim_default,text,응? 어…… 응!,Oh? Oh…… yes!,7,,,
1,69,7,0,Dot,,anim_default,text,<nickname>.,<nickname>.,8,,,
1,69,8,0,Dot,,anim_default,text,안녕.,Hello.,9,,,
1,69,9,0,Player,,anim_default,text,뭐 하던 중이었어?,What were you up to?,10,,,
1,69,10,0,Dot,,anim_default,text,…….,,11,,,
1,69,11,0,Dot,,anim_default,text,…….,,12,,,
1,69,12,0,Dot,,anim_default,text,…….,,13,,,
1,69,13,0,Dot,,anim_default,text,…….,,14,,,
1,69,14,0,Dot,,anim_default,text,"나, 하늘을 보고 있었어! 오늘\n날씨가 얼마나 화창한지.",I was gazing at the sky!\nThe weather is so nice today.,15,,,
1,69,15,0,Player,,anim_default,selection,너의 모퉁이에서도 하늘이 보여?|오늘 날씨가… 화창한가?,You can see the sky from your corner?|You call that… nice?,16|23,,,
1,69,16,0,Dot,,anim_default,text,…….,,17,,,
1,69,17,0,Dot,,anim_default,text,…….,,18,,,
1,69,18,0,Dot,,anim_default,text,"응, 응, 그럼!","Yes, yes of course!",19,,,
1,69,19,0,Dot,,anim_default,text,그럼.,Of course.,20,,,
1,69,20,0,Dot,,anim_default,text,"하늘이 보이지, 그럼.","I see it, I do.",21,,,
1,69,21,0,Player,,anim_default,text,(음……. 뭉치 괜찮은 걸까.),(Hmm…… I’m not sure Dot’s alright.),22,,,
1,69,22,0,Player,,anim_default,text,(잠시 후 다시 확인하러 와 봐야겠어.),(I should check on them again later.),27,,,
1,69,23,0,Dot,,anim_default,text,…….,,24,,,
1,69,24,0,Dot,,anim_default,text,…….,,25,,,
1,69,25,0,Dot,,anim_default,text,"응, 응, 그럼!","Yes, yes of course!",26,,,
1,69,26,0,Dot,,anim_default,text,그럼.,Of course.,27,,,
1,69,27,0,Dot,,anim_default,text,"화창하지, 그럼. 너희 인간들은 이런\n날씨를 화창하다고 판별하지 않는구나?",Nice as anything. I see humans don’t\ngrade this kind of weather as nice?,28,,,
1,69,28,0,Dot,,anim_default,text,…….,,29,,,
1,69,29,0,Dot,,anim_default,text,…….,,30,,,
1,69,30,0,Player,,anim_default,text,"(뭉치, 혼자 있고 싶은가?)",(Does Dot want to be alone?),31,,,
1,69,31,0,Player,,anim_default,text,(잠시 후 다시 확인하러 와 봐야겠어.),(I should check on them again later.),,,,
2,70,32,0,Dot,,anim_default,text,지금 나에게는 ‘뒤로 가기’가 필요한 것 같아.,I think I need to ‘rewind’.,33,,,
2,70,33,0,Player,,anim_default,selection,"응? 무슨 뜻이야?|뭐, 뭐라고? 무슨 뜻이야?","Huh? What do you mean?|Wait, what? What do you mean by that?",34|34,,,
2,70,34,0,Dot,,anim_default,text,히히. 불가능한 바람을 말해 봤을 뿐이야.,Hehe. Just wishful thinking out loud.,35,,,
2,70,35,0,Dot,,anim_default,text,너와 나. 지금 우리가 있는 곳. 지구가\n삼차원의 세계에 있다는 글을 봤어.,You and me. Where we stand. I read\nEarth is on the third dimension.,36,,,
2,70,36,0,Dot,,anim_default,text,삼차원의 시간은 반드시 한쪽 방향으로만\n흐른대. 절대로 뒤로 갈 수가 없대.,They say time in the third dimension only\nflows one way. It can never go backward.,37,,,
2,70,37,0,Dot,,anim_default,text,구운 빵이 흐물흐물한\n반죽으로 되돌아갈 수 없듯이.,The way baked bread can never\nreturn to being runny batter.,38,,,
2,70,38,0,Dot,,anim_default,text,불탄 종이가 다시 고운 흰빛을 띨 수 없듯이.,The way paper that catches flames\ncan never retrieve its white glow.,39,,,
2,70,39,0,Dot,,anim_default,text,그걸 비가역적이라고 하나 봐.,They call it an irreversible state.,40,,,
2,70,40,0,Dot,,anim_default,text,"어디서 온 규칙인지 나는 알 수\n없지만… <nickname>도, 나도","I don’t know where these rules\ncome from… but you and me,",41,,,
