Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,55,1,main_door_open,Dot,Main,body_default1,face_noblink,text,"안녕, <nickname>.","Hello, <nickname>.",2,,,
1,55,2,main_door_open,Dot,Main,body_default1,face_blink,text,저걸 좀 닫아줄 수 있겠어?,Could you close that?,3,,,
1,55,3,main_door_open,Player,Main,body_default1,face_noblink,text,뭐를 닫아줄까?,Close what?,4,,,
1,55,4,main_door_open,Dot,Main,body_default1,face_noblink,text,"안녕, <nickname>.","Hello, <nickname>.",5,,,
1,55,5,main_door_open,Dot,Main,body_default1,face_blink,text,저걸 좀 닫아줄 수 있겠어?,Could you close that?,6,,,
1,55,6,main_door_open,Player,Main,body_default1,face_noblink,selection,(창문을 닫는다.)|(책장을 닫는다.),(Close the windows.)|(Close the doors on the bookshelf.),7|12,,,
1,55,7,main_door_open,Dot,Main,body_default1,face_noblink,text,"안녕, <nickname>.","Hello, <nickname>.",8,,,
1,55,8,main_door_open,Dot,Main,body_default1,face_blink,text,저걸 좀 닫아줄 수 있겠어?,Could you close that?,9,,,
1,55,9,,Player,Main,,,selection,(책장을 닫는다.),(Close the doors on the bookshelf.),10,,,
1,55,10,,Dot,Main,,,text,"안녕, <nickname>.","Hello, <nickname>.",11,,,
1,55,11,,Dot,Main,,,text,저걸 좀 닫아줄 수 있겠어?,Could you close that?,15,,,
1,55,12,main_door_open,Player,Main,body_default1,face_noblink,selection,(창문을 닫는다.),(Close the windows.),13,,,
1,55,13,main_door_open,Dot,Main,body_default1,face_noblink,text,"안녕, <nickname>.","Hello, <nickname>.",14,,,
1,55,14,main_door_open,Dot,Main,body_default1,face_blink,text,저걸 좀 닫아줄 수 있겠어?,Could you close that?,15,,,
1,55,15,main_door_open,Player,Main,body_default1,face_noblink,text,"뭉치야, 더는 닫을 게 없는데... \n더 구체적으로 말해줄 수 있을까?","Dot, there’s nothing else to close…\nCould you be more specific?",16,,,
1,55,16,main_door_open,Dot,Main,body_default1,face_noblink,text,"그래, <nickname>.","Sure, <nickname>.",17,,,
1,55,17,main_door_open,Player,Main,body_default1,face_blink,text,"사실은 끝도 없이 이어지는, 내 빌어먹을\n생각의 문을 닫아 주길 바랐어.","I was actually hoping you could close the door\nto my never-ending, suffocating thoughts.",18,,,
1,55,18,main_door_open,Dot,Main,body_default1,face_noblink,text,오늘은 어떤 사람을 봤어.,I saw someone today.,19,,,
1,55,19,main_door_open,Dot,Main,body_default1,face_noblink,text,대체 그건 뭐였을까? 응?,"What was that? Really, what?",20,,,
1,55,20,main_door_open,Dot,Main,body_default1,face_blink,text,조금 진정하는 게 좋을 것 같은데...,Maybe you should relax a little first…,21,,,
1,55,21,main_door_open,Dot,Main,body_default1,face_noblink,text,대체 왜 그랬던 걸까? 조금 들어줄 수 있겠어?,"Why would he do that? Please, listen to this.",22,,,
1,55,22,main_door_open,Dot,Main,body_default1,face_noblink,text,어쩐지 나를 닮은.,..That somehow resemble me.,23,,,
1,55,23,main_door_open,Dot,Main,body_default1,face_noblink,text,검디 검은 폐기물 덩어리.\n역시 파쇄해 버려야 마땅한.,"A black, black blob of waste. Something\nthat deserves to be destroyed.",24,,,
1,55,24,main_door_open,Player,Main,body_default1,face_blink,text,뭉치야. 정신 좀 차려 봐!,"Dot, get it together!",25,,,
1,55,25,main_door_open,Dot,Main,body_default1,face_noblink,text,……,……,26,,,
1,55,26,main_door_open,Player,Main,body_default1,face_noblink,text,"뭉치야, 정신이 좀 들어?","Dot, can you hear me?",27,,,
1,55,27,main_door_open,Dot,Main,body_default1,face_blink,text,......,……,28,,,
1,55,28,main_door_open,Dot,Main,body_default1,face_noblink,text,"안녕, <nickname>.","Hello, <nickname>.",29,,,
1,55,29,main_door_open,Dot,Main,body_default1,face_noblink,text,네 안구에 내가 이상하게 비쳤어?,Did I show up strangely on your retina?,30,,,
1,55,30,main_door_open,Player,Main,body_default1,face_blink,selection,"어어, 조금은 그랬지만… 난 널 이해할 수 있어.|조금도 그렇지 않아. 천천히 말해줄 수 있겠어?","Well, a little… but I understand.|Not at all. Tell me what happened slowly, please?",31|31,,,sun|moon
1,55,31,main_door_open,Dot,Main,body_default1,face_noblink,text,고마워.,Thank you.,32,,,
1,55,32,main_door_open,Dot,Main,body_default1,face_noblink,text,나로선 처음 보는 장면이었거든.,It was the first time I witnessed that.,33,,,
1,55,33,main_door_open,Dot,Main,body_default1,face_blink,text,‘자기 혐오’가 그런 행동으로 나타날 수 있는지 몰랐어.,"I didn’t believe ‘self-hate’ could\nmanifest in that way, as actions.",34,,,
1,55,34,main_door_open,Dot,Main,body_default1,face_noblink,text,공장에서 제일 터부시되는 게 뭔지 알아?,Do you know what the most\ntaboo subject is at the Factory?,35,,,
1,55,35,main_door_open,Dot,Main,body_default1,face_noblink,text,그게 바로 ‘자기 혐오’라는 감정.,It’s ‘self-hate.’,36,,,
1,55,36,main_door_open,Dot,Main,body_default1,face_blink,text,달의 이들은 자살을 특히 두려워해.,The beings on the Moon are\nespecially afraid of suicide.,37,,,
1,55,37,main_door_open,Player,Main,body_default1,face_noblink,selection,어째서?|(묵묵히 들어준다.),How so?|(Listen carefully.),38|38,,,active|passive
1,55,38,main_door_open,Dot,Main,body_default1,face_noblink,text,자기 혐오를 ‘행동'으로 옮기다 보면\n극단적으로 자살까지 할 수 있으니까.,"Because when self-hate manifests as ‘action,’\nin extreme cases it could lead to suicide.",39,,,
