Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote
1,19,1,main_door_open,Dot,Main,body_mud,face_null,text,"안녕, <nickname>….","Hello, <name>….",2,,,
1,19,2,main_door_open,Player,Main,body_mud,face_null,selection,(차분하게 물어본다)|(다정하게 걱정한다.),(Calmly question.)|(Gently worry.),3|7,,,moon|sun
1,19,3,main_door_open,Player,Main,body_mud,face_null,text,"뭉치, 오늘은 안 나갔어?","Dot, did you go out today?",4,,,
1,19,4,main_door_open,Dot,Main,body_mud,face_null,text,못 나갔어.,I couldn’t.,5,,,
1,19,5,main_door_open,Dot,Main,body_mud,face_null,text,"난 나의 의지와는 무관하게,\n명백히, 온전히 실패했어.","Against my will, I failed, utterly and wholly.",6,,,
1,19,6,main_door_open,Dot,Main,body_mud,face_null,text,인간들의 언어 체계에 따르면\n나는 밖으로 나가지 ‘못’ 한 거야.,"According to the language\nsystem, I ‘couldn’t’ go out.",15,,,
1,19,7,main_door_open,Player,Main,body_mud,face_null,text,"뭉치, 눈이 왜 사라져\n있을까…. 무슨 일 있어?","Your eyes are missing, Dot…\nIs something wrong?",8,,,
1,19,8,main_door_open,Dot,Main,body_mud,face_null,text,무슨 일이 있다? ‘무슨 일’이라\n불릴 만큼 대단한 일은 없어.,Wrong? Nothing so dramatic\nas to be called ‘wrong’.,9,,,
1,19,9,main_door_open,Dot,Main,body_mud,face_null,text,그러나 동시에 ‘어떠한 일’은\n항상 일어나고 있지.,But ‘something’ is always happening.,10,,,
1,19,10,main_door_open,Player,Main,body_mud,face_null,text,걱정의 표현이야.,It’s a saying.,11,,,
1,19,11,main_door_open,Player,Main,body_mud,face_null,text,인간들은 걱정이 될 때 통상적으로\n‘무슨 일이 있냐’라고 표현하거든.,People ask whether something’s\nwrong when they’re worried.,12,,,
